,,,,NY,NY,NY,NY,NY,NY,NY,NY,NY,NY,NY,NY,NY,NY,NY,NY,NY,NY,NY,NY,NY,NY,NY,NY,NY,NY,NY,NY,NY,NY,NY,NY,NY,NY,NY,NY,NY,NY,NY,NY,NY,NJ,NJ,NJ,NJ,NJ,NJ,NJ,NJ,NJ,NJ,NJ,NJ,NJ,NJ,NJ,NJ,NJ,NJ,NJ,NJ,NJ,NJ,NJ,NJ,NJ,NJ,NJ,NJ,NJ,NJ,NJ,NJ,NJ,NJ,NJ,NJ,NJ,NJ,NJ,NJ,NJ,
2013,II,May,9,10,10,10,30,10,10,10,10,40,70,10,10,10,30,10,10,10,10,40,140,10,10,10,30,10,10,10,10,40,210,10,10,10,30,10,10,10,10,40,280,700,10,10,10,30,10,10,10,10,40,350,10,10,10,380,10,10,10,10,40,420,10,10,10,450,10,10,10,10,40,490,10,10,10,520,10,10,10,10,40,560,1820,
2013,II,May,8,10,10,10,30,10,10,10,10,40,70,10,10,10,30,10,10,10,10,40,140,10,10,10,30,10,10,10,10,40,210,10,10,10,30,10,10,10,10,40,280,700,10,10,10,30,10,10,10,10,40,350,10,10,10,380,10,10,10,10,40,420,10,10,10,450,10,10,10,10,40,490,10,10,10,520,10,10,10,10,40,560,1820,
2013,II,May,7,10,10,10,30,10,10,10,10,40,70,10,10,10,30,10,10,10,10,40,140,10,10,10,30,10,10,10,10,40,210,10,10,10,30,10,10,10,10,40,280,700,10,10,10,30,10,10,10,10,40,350,10,10,10,380,10,10,10,10,40,420,10,10,10,450,10,10,10,10,40,490,10,10,10,520,10,10,10,10,40,560,1820,
2013,II,May,6,10,10,10,30,10,10,10,10,40,70,10,10,10,30,10,10,10,10,40,140,10,10,10,30,10,10,10,10,40,210,10,10,10,30,10,10,10,10,40,280,700,10,10,10,30,10,10,10,10,40,350,10,10,10,380,10,10,10,10,40,420,10,10,10,450,10,10,10,10,40,490,10,10,10,520,10,10,10,10,40,560,1820,
2013,II,May,5,10,10,10,30,10,10,10,10,40,70,10,10,10,30,10,10,10,10,40,140,10,10,10,30,10,10,10,10,40,210,10,10,10,30,10,10,10,10,40,280,700,10,10,10,30,10,10,10,10,40,350,10,10,10,380,10,10,10,10,40,420,10,10,10,450,10,10,10,10,40,490,10,10,10,520,10,10,10,10,40,560,1820,
2013,II,May,4,10,10,10,30,10,10,10,10,40,70,10,10,10,30,10,10,10,10,40,140,10,10,10,30,10,10,10,10,40,210,10,10,10,30,10,10,10,10,40,280,700,10,10,10,30,10,10,10,10,40,350,10,10,10,380,10,10,10,10,40,420,10,10,10,450,10,10,10,10,40,490,10,10,10,520,10,10,10,10,40,560,1820,
2013,II,May,3,10,10,10,30,10,10,10,10,40,70,10,10,10,30,10,10,10,10,40,140,10,10,10,30,10,10,10,10,40,210,10,10,10,30,10,10,10,10,40,280,700,10,10,10,30,10,10,10,10,40,350,10,10,10,380,10,10,10,10,40,420,10,10,10,450,10,10,10,10,40,490,10,10,10,520,10,10,10,10,40,560,1820,
2013,II,May,2,10,10,10,30,10,10,10,10,40,70,10,10,10,30,10,10,10,10,40,140,10,10,10,30,10,10,10,10,40,210,10,10,10,30,10,10,10,10,40,280,700,10,10,10,30,10,10,10,10,40,350,10,10,10,380,10,10,10,10,40,420,10,10,10,450,10,10,10,10,40,490,10,10,10,520,10,10,10,10,40,560,1820,
2013,II,May,10,10,10,10,30,10,10,10,10,40,70,10,10,10,30,10,10,10,10,40,140,10,10,10,30,10,10,10,10,40,210,10,10,10,30,10,10,10,10,40,280,700,10,10,10,30,10,10,10,10,40,350,10,10,10,380,10,10,10,10,40,420,10,10,10,450,10,10,10,10,40,490,10,10,10,520,10,10,10,10,40,560,1820,
2013,II,May,1,10,10,10,30,10,10,10,10,40,70,10,10,10,30,10,10,10,10,40,140,10,10,10,30,10,10,10,10,40,210,10,10,10,30,10,10,10,10,40,280,700,10,10,10,30,10,10,10,10,40,350,10,10,10,380,10,10,10,10,40,420,10,10,10,450,10,10,10,10,40,490,10,10,10,520,10,10,10,10,40,560,1820,
2013,II,May,,100,100,100,300,100,100,100,100,400,700,100,100,100,300,100,100,100,100,400,1400,100,100,100,300,100,100,100,100,400,2100,100,100,100,300,100,100,100,100,400,2800,7000,100,100,100,300,100,100,100,100,400,3500,100,100,100,3800,100,100,100,100,400,4200,100,100,100,4500,100,100,100,100,400,4900,100,100,100,5200,100,100,100,100,400,5600,18200,
2013,II,Jun,9,10,10,10,30,10,10,10,10,40,70,10,10,10,30,10,10,10,10,40,140,10,10,10,30,10,10,10,10,40,210,10,10,10,30,10,10,10,10,40,280,700,10,10,10,30,10,10,10,10,40,350,10,10,10,380,10,10,10,10,40,420,10,10,10,450,10,10,10,10,40,490,10,10,10,520,10,10,10,10,40,560,1820,
2013,II,Jun,8,10,10,10,30,10,10,10,10,40,70,10,10,10,30,10,10,10,10,40,140,10,10,10,30,10,10,10,10,40,210,10,10,10,30,10,10,10,10,40,280,700,10,10,10,30,10,10,10,10,40,350,10,10,10,380,10,10,10,10,40,420,10,10,10,450,10,10,10,10,40,490,10,10,10,520,10,10,10,10,40,560,1820,
2013,II,Jun,7,10,10,10,30,10,10,10,10,40,70,10,10,10,30,10,10,10,10,40,140,10,10,10,30,10,10,10,10,40,210,10,10,10,30,10,10,10,10,40,280,700,10,10,10,30,10,10,10,10,40,350,10,10,10,380,10,10,10,10,40,420,10,10,10,450,10,10,10,10,40,490,10,10,10,520,10,10,10,10,40,560,1820,
2013,II,Jun,6,10,10,10,30,10,10,10,10,40,70,10,10,10,30,10,10,10,10,40,140,10,10,10,30,10,10,10,10,40,210,10,10,10,30,10,10,10,10,40,280,700,10,10,10,30,10,10,10,10,40,350,10,10,10,380,10,10,10,10,40,420,10,10,10,450,10,10,10,10,40,490,10,10,10,520,10,10,10,10,40,560,1820,
2013,II,Jun,5,10,10,10,30,10,10,10,10,40,70,10,10,10,30,10,10,10,10,40,140,10,10,10,30,10,10,10,10,40,210,10,10,10,30,10,10,10,10,40,280,700,10,10,10,30,10,10,10,10,40,350,10,10,10,380,10,10,10,10,40,420,10,10,10,450,10,10,10,10,40,490,10,10,10,520,10,10,10,10,40,560,1820,
2013,II,Jun,4,10,10,10,30,10,10,10,10,40,70,10,10,10,30,10,10,10,10,40,140,10,10,10,30,10,10,10,10,40,210,10,10,10,30,10,10,10,10,40,280,700,10,10,10,30,10,10,10,10,40,350,10,10,10,380,10,10,10,10,40,420,10,10,10,450,10,10,10,10,40,490,10,10,10,520,10,10,10,10,40,560,1820,
2013,II,Jun,3,10,10,10,30,10,10,10,10,40,70,10,10,10,30,10,10,10,10,40,140,10,10,10,30,10,10,10,10,40,210,10,10,10,30,10,10,10,10,40,280,700,10,10,10,30,10,10,10,10,40,350,10,10,10,380,10,10,10,10,40,420,10,10,10,450,10,10,10,10,40,490,10,10,10,520,10,10,10,10,40,560,1820,
2013,II,Jun,2,10,10,10,30,10,10,10,10,40,70,10,10,10,30,10,10,10,10,40,140,10,10,10,30,10,10,10,10,40,210,10,10,10,30,10,10,10,10,40,280,700,10,10,10,30,10,10,10,10,40,350,10,10,10,380,10,10,10,10,40,420,10,10,10,450,10,10,10,10,40,490,10,10,10,520,10,10,10,10,40,560,1820,
2013,II,Jun,10,10,10,10,30,10,10,10,10,40,70,10,10,10,30,10,10,10,10,40,140,10,10,10,30,10,10,10,10,40,210,10,10,10,30,10,10,10,10,40,280,700,10,10,10,30,10,10,10,10,40,350,10,10,10,380,10,10,10,10,40,420,10,10,10,450,10,10,10,10,40,490,10,10,10,520,10,10,10,10,40,560,1820,
2013,II,Jun,1,10,10,10,30,10,10,10,10,40,70,10,10,10,30,10,10,10,10,40,140,10,10,10,30,10,10,10,10,40,210,10,10,10,30,10,10,10,10,40,280,700,10,10,10,30,10,10,10,10,40,350,10,10,10,380,10,10,10,10,40,420,10,10,10,450,10,10,10,10,40,490,10,10,10,520,10,10,10,10,40,560,1820,
2013,II,Jun,,100,100,100,300,100,100,100,100,400,700,100,100,100,300,100,100,100,100,400,1400,100,100,100,300,100,100,100,100,400,2100,100,100,100,300,100,100,100,100,400,2800,7000,100,100,100,300,100,100,100,100,400,3500,100,100,100,3800,100,100,100,100,400,4200,100,100,100,4500,100,100,100,100,400,4900,100,100,100,5200,100,100,100,100,400,5600,18200,
2013,II,Apr,9,10,10,10,30,10,10,10,10,40,70,10,10,10,30,10,10,10,10,40,140,10,10,10,30,10,10,10,10,40,210,10,10,10,30,10,10,10,10,40,280,700,10,10,10,30,10,10,10,10,40,350,10,10,10,380,10,10,10,10,40,420,10,10,10,450,10,10,10,10,40,490,10,10,10,520,10,10,10,10,40,560,1820,
2013,II,Apr,8,10,10,10,30,10,10,10,10,40,70,10,10,10,30,10,10,10,10,40,140,10,10,10,30,10,10,10,10,40,210,10,10,10,30,10,10,10,10,40,280,700,10,10,10,30,10,10,10,10,40,350,10,10,10,380,10,10,10,10,40,420,10,10,10,450,10,10,10,10,40,490,10,10,10,520,10,10,10,10,40,560,1820,
2013,II,Apr,7,10,10,10,30,10,10,10,10,40,70,10,10,10,30,10,10,10,10,40,140,10,10,10,30,10,10,10,10,40,210,10,10,10,30,10,10,10,10,40,280,700,10,10,10,30,10,10,10,10,40,350,10,10,10,380,10,10,10,10,40,420,10,10,10,450,10,10,10,10,40,490,10,10,10,520,10,10,10,10,40,560,1820,
2013,II,Apr,6,10,10,10,30,10,10,10,10,40,70,10,10,10,30,10,10,10,10,40,140,10,10,10,30,10,10,10,10,40,210,10,10,10,30,10,10,10,10,40,280,700,10,10,10,30,10,10,10,10,40,350,10,10,10,380,10,10,10,10,40,420,10,10,10,450,10,10,10,10,40,490,10,10,10,520,10,10,10,10,40,560,1820,
2013,II,Apr,5,10,10,10,30,10,10,10,10,40,70,10,10,10,30,10,10,10,10,40,140,10,10,10,30,10,10,10,10,40,210,10,10,10,30,10,10,10,10,40,280,700,10,10,10,30,10,10,10,10,40,350,10,10,10,380,10,10,10,10,40,420,10,10,10,450,10,10,10,10,40,490,10,10,10,520,10,10,10,10,40,560,1820,
2013,II,Apr,4,10,10,10,30,10,10,10,10,40,70,10,10,10,30,10,10,10,10,40,140,10,10,10,30,10,10,10,10,40,210,10,10,10,30,10,10,10,10,40,280,700,10,10,10,30,10,10,10,10,40,350,10,10,10,380,10,10,10,10,40,420,10,10,10,450,10,10,10,10,40,490,10,10,10,520,10,10,10,10,40,560,1820,
2013,II,Apr,3,10,10,10,30,10,10,10,10,40,70,10,10,10,30,10,10,10,10,40,140,10,10,10,30,10,10,10,10,40,210,10,10,10,30,10,10,10,10,40,280,700,10,10,10,30,10,10,10,10,40,350,10,10,10,380,10,10,10,10,40,420,10,10,10,450,10,10,10,10,40,490,10,10,10,520,10,10,10,10,40,560,1820,
2013,II,Apr,2,10,10,10,30,10,10,10,10,40,70,10,10,10,30,10,10,10,10,40,140,10,10,10,30,10,10,10,10,40,210,10,10,10,30,10,10,10,10,40,280,700,10,10,10,30,10,10,10,10,40,350,10,10,10,380,10,10,10,10,40,420,10,10,10,450,10,10,10,10,40,490,10,10,10,520,10,10,10,10,40,560,1820,
2013,II,Apr,10,10,10,10,30,10,10,10,10,40,70,10,10,10,30,10,10,10,10,40,140,10,10,10,30,10,10,10,10,40,210,10,10,10,30,10,10,10,10,40,280,700,10,10,10,30,10,10,10,10,40,350,10,10,10,380,10,10,10,10,40,420,10,10,10,450,10,10,10,10,40,490,10,10,10,520,10,10,10,10,40,560,1820,
2013,II,Apr,1,10,10,10,30,10,10,10,10,40,70,10,10,10,30,10,10,10,10,40,140,10,10,10,30,10,10,10,10,40,210,10,10,10,30,10,10,10,10,40,280,700,10,10,10,30,10,10,10,10,40,350,10,10,10,380,10,10,10,10,40,420,10,10,10,450,10,10,10,10,40,490,10,10,10,520,10,10,10,10,40,560,1820,
2013,II,Apr,,100,100,100,300,100,100,100,100,400,700,100,100,100,300,100,100,100,100,400,1400,100,100,100,300,100,100,100,100,400,2100,100,100,100,300,100,100,100,100,400,2800,7000,100,100,100,300,100,100,100,100,400,3500,100,100,100,3800,100,100,100,100,400,4200,100,100,100,4500,100,100,100,100,400,4900,100,100,100,5200,100,100,100,100,400,5600,18200,
2013,II,,,900,900,900,2700,900,900,900,900,3600,6300,900,900,900,2700,900,900,900,900,3600,12600,900,900,900,2700,900,900,900,900,3600,18900,900,900,900,2700,900,900,900,900,3600,25200,63000,900,900,900,2700,900,900,900,900,3600,31500,900,900,900,34200,900,900,900,900,3600,37800,900,900,900,40500,900,900,900,900,3600,44100,900,900,900,46800,900,900,900,900,3600,50400,163800,
2013,I,Mar,9,10,10,10,30,10,10,10,10,40,70,10,10,10,30,10,10,10,10,40,140,10,10,10,30,10,10,10,10,40,210,10,10,10,30,10,10,10,10,40,280,700,10,10,10,30,10,10,10,10,40,350,10,10,10,380,10,10,10,10,40,420,10,10,10,450,10,10,10,10,40,490,10,10,10,520,10,10,10,10,40,560,1820,
2013,I,Mar,8,10,10,10,30,10,10,10,10,40,70,10,10,10,30,10,10,10,10,40,140,10,10,10,30,10,10,10,10,40,210,10,10,10,30,10,10,10,10,40,280,700,10,10,10,30,10,10,10,10,40,350,10,10,10,380,10,10,10,10,40,420,10,10,10,450,10,10,10,10,40,490,10,10,10,520,10,10,10,10,40,560,1820,
2013,I,Mar,7,10,10,10,30,10,10,10,10,40,70,10,10,10,30,10,10,10,10,40,140,10,10,10,30,10,10,10,10,40,210,10,10,10,30,10,10,10,10,40,280,700,10,10,10,30,10,10,10,10,40,350,10,10,10,380,10,10,10,10,40,420,10,10,10,450,10,10,10,10,40,490,10,10,10,520,10,10,10,10,40,560,1820,
2013,I,Mar,6,10,10,10,30,10,10,10,10,40,70,10,10,10,30,10,10,10,10,40,140,10,10,10,30,10,10,10,10,40,210,10,10,10,30,10,10,10,10,40,280,700,10,10,10,30,10,10,10,10,40,350,10,10,10,380,10,10,10,10,40,420,10,10,10,450,10,10,10,10,40,490,10,10,10,520,10,10,10,10,40,560,1820,
2013,I,Mar,5,10,10,10,30,10,10,10,10,40,70,10,10,10,30,10,10,10,10,40,140,10,10,10,30,10,10,10,10,40,210,10,10,10,30,10,10,10,10,40,280,700,10,10,10,30,10,10,10,10,40,350,10,10,10,380,10,10,10,10,40,420,10,10,10,450,10,10,10,10,40,490,10,10,10,520,10,10,10,10,40,560,1820,
2013,I,Mar,4,10,10,10,30,10,10,10,10,40,70,10,10,10,30,10,10,10,10,40,140,10,10,10,30,10,10,10,10,40,210,10,10,10,30,10,10,10,10,40,280,700,10,10,10,30,10,10,10,10,40,350,10,10,10,380,10,10,10,10,40,420,10,10,10,450,10,10,10,10,40,490,10,10,10,520,10,10,10,10,40,560,1820,
2013,I,Mar,3,10,10,10,30,10,10,10,10,40,70,10,10,10,30,10,10,10,10,40,140,10,10,10,30,10,10,10,10,40,210,10,10,10,30,10,10,10,10,40,280,700,10,10,10,30,10,10,10,10,40,350,10,10,10,380,10,10,10,10,40,420,10,10,10,450,10,10,10,10,40,490,10,10,10,520,10,10,10,10,40,560,1820,
2013,I,Mar,2,10,10,10,30,10,10,10,10,40,70,10,10,10,30,10,10,10,10,40,140,10,10,10,30,10,10,10,10,40,210,10,10,10,30,10,10,10,10,40,280,700,10,10,10,30,10,10,10,10,40,350,10,10,10,380,10,10,10,10,40,420,10,10,10,450,10,10,10,10,40,490,10,10,10,520,10,10,10,10,40,560,1820,
2013,I,Mar,10,10,10,10,30,10,10,10,10,40,70,10,10,10,30,10,10,10,10,40,140,10,10,10,30,10,10,10,10,40,210,10,10,10,30,10,10,10,10,40,280,700,10,10,10,30,10,10,10,10,40,350,10,10,10,380,10,10,10,10,40,420,10,10,10,450,10,10,10,10,40,490,10,10,10,520,10,10,10,10,40,560,1820,
2013,I,Mar,1,10,10,10,30,10,10,10,10,40,70,10,10,10,30,10,10,10,10,40,140,10,10,10,30,10,10,10,10,40,210,10,10,10,30,10,10,10,10,40,280,700,10,10,10,30,10,10,10,10,40,350,10,10,10,380,10,10,10,10,40,420,10,10,10,450,10,10,10,10,40,490,10,10,10,520,10,10,10,10,40,560,1820,
2013,I,Mar,,100,100,100,300,100,100,100,100,400,700,100,100,100,300,100,100,100,100,400,1400,100,100,100,300,100,100,100,100,400,2100,100,100,100,300,100,100,100,100,400,2800,7000,100,100,100,300,100,100,100,100,400,3500,100,100,100,3800,100,100,100,100,400,4200,100,100,100,4500,100,100,100,100,400,4900,100,100,100,5200,100,100,100,100,400,5600,18200,
2013,I,Jan,9,10,10,10,30,10,10,10,10,40,70,10,10,10,30,10,10,10,10,40,140,10,10,10,30,10,10,10,10,40,210,10,10,10,30,10,10,10,10,40,280,700,10,10,10,30,10,10,10,10,40,350,10,10,10,380,10,10,10,10,40,420,10,10,10,450,10,10,10,10,40,490,10,10,10,520,10,10,10,10,40,560,1820,
2013,I,Jan,8,10,10,10,30,10,10,10,10,40,70,10,10,10,30,10,10,10,10,40,140,10,10,10,30,10,10,10,10,40,210,10,10,10,30,10,10,10,10,40,280,700,10,10,10,30,10,10,10,10,40,350,10,10,10,380,10,10,10,10,40,420,10,10,10,450,10,10,10,10,40,490,10,10,10,520,10,10,10,10,40,560,1820,
2013,I,Jan,7,10,10,10,30,10,10,10,10,40,70,10,10,10,30,10,10,10,10,40,140,10,10,10,30,10,10,10,10,40,210,10,10,10,30,10,10,10,10,40,280,700,10,10,10,30,10,10,10,10,40,350,10,10,10,380,10,10,10,10,40,420,10,10,10,450,10,10,10,10,40,490,10,10,10,520,10,10,10,10,40,560,1820,
2013,I,Jan,6,10,10,10,30,10,10,10,10,40,70,10,10,10,30,10,10,10,10,40,140,10,10,10,30,10,10,10,10,40,210,10,10,10,30,10,10,10,10,40,280,700,10,10,10,30,10,10,10,10,40,350,10,10,10,380,10,10,10,10,40,420,10,10,10,450,10,10,10,10,40,490,10,10,10,520,10,10,10,10,40,560,1820,
2013,I,Jan,5,10,10,10,30,10,10,10,10,40,70,10,10,10,30,10,10,10,10,40,140,10,10,10,30,10,10,10,10,40,210,10,10,10,30,10,10,10,10,40,280,700,10,10,10,30,10,10,10,10,40,350,10,10,10,380,10,10,10,10,40,420,10,10,10,450,10,10,10,10,40,490,10,10,10,520,10,10,10,10,40,560,1820,
2013,I,Jan,4,10,10,10,30,10,10,10,10,40,70,10,10,10,30,10,10,10,10,40,140,10,10,10,30,10,10,10,10,40,210,10,10,10,30,10,10,10,10,40,280,700,10,10,10,30,10,10,10,10,40,350,10,10,10,380,10,10,10,10,40,420,10,10,10,450,10,10,10,10,40,490,10,10,10,520,10,10,10,10,40,560,1820,
2013,I,Jan,3,10,10,10,30,10,10,10,10,40,70,10,10,10,30,10,10,10,10,40,140,10,10,10,30,10,10,10,10,40,210,10,10,10,30,10,10,10,10,40,280,700,10,10,10,30,10,10,10,10,40,350,10,10,10,380,10,10,10,10,40,420,10,10,10,450,10,10,10,10,40,490,10,10,10,520,10,10,10,10,40,560,1820,
2013,I,Jan,2,10,10,10,30,10,10,10,10,40,70,10,10,10,30,10,10,10,10,40,140,10,10,10,30,10,10,10,10,40,210,10,10,10,30,10,10,10,10,40,280,700,10,10,10,30,10,10,10,10,40,350,10,10,10,380,10,10,10,10,40,420,10,10,10,450,10,10,10,10,40,490,10,10,10,520,10,10,10,10,40,560,1820,
2013,I,Jan,10,10,10,10,30,10,10,10,10,40,70,10,10,10,30,10,10,10,10,40,140,10,10,10,30,10,10,10,10,40,210,10,10,10,30,10,10,10,10,40,280,700,10,10,10,30,10,10,10,10,40,350,10,10,10,380,10,10,10,10,40,420,10,10,10,450,10,10,10,10,40,490,10,10,10,520,10,10,10,10,40,560,1820,
2013,I,Jan,1,10,10,10,30,10,10,10,10,40,70,10,10,10,30,10,10,10,10,40,140,10,10,10,30,10,10,10,10,40,210,10,10,10,30,10,10,10,10,40,280,700,10,10,10,30,10,10,10,10,40,350,10,10,10,380,10,10,10,10,40,420,10,10,10,450,10,10,10,10,40,490,10,10,10,520,10,10,10,10,40,560,1820,
2013,I,Jan,,100,100,100,300,100,100,100,100,400,700,100,100,100,300,100,100,100,100,400,1400,100,100,100,300,100,100,100,100,400,2100,100,100,100,300,100,100,100,100,400,2800,7000,100,100,100,300,100,100,100,100,400,3500,100,100,100,3800,100,100,100,100,400,4200,100,100,100,4500,100,100,100,100,400,4900,100,100,100,5200,100,100,100,100,400,5600,18200,
2013,I,Feb,9,10,10,10,30,10,10,10,10,40,70,10,10,10,30,10,10,10,10,40,140,10,10,10,30,10,10,10,10,40,210,10,10,10,30,10,10,10,10,40,280,700,10,10,10,30,10,10,10,10,40,350,10,10,10,380,10,10,10,10,40,420,10,10,10,450,10,10,10,10,40,490,10,10,10,520,10,10,10,10,40,560,1820,
2013,I,Feb,8,10,10,10,30,10,10,10,10,40,70,10,10,10,30,10,10,10,10,40,140,10,10,10,30,10,10,10,10,40,210,10,10,10,30,10,10,10,10,40,280,700,10,10,10,30,10,10,10,10,40,350,10,10,10,380,10,10,10,10,40,420,10,10,10,450,10,10,10,10,40,490,10,10,10,520,10,10,10,10,40,560,1820,
2013,I,Feb,7,10,10,10,30,10,10,10,10,40,70,10,10,10,30,10,10,10,10,40,140,10,10,10,30,10,10,10,10,40,210,10,10,10,30,10,10,10,10,40,280,700,10,10,10,30,10,10,10,10,40,350,10,10,10,380,10,10,10,10,40,420,10,10,10,450,10,10,10,10,40,490,10,10,10,520,10,10,10,10,40,560,1820,
2013,I,Feb,6,10,10,10,30,10,10,10,10,40,70,10,10,10,30,10,10,10,10,40,140,10,10,10,30,10,10,10,10,40,210,10,10,10,30,10,10,10,10,40,280,700,10,10,10,30,10,10,10,10,40,350,10,10,10,380,10,10,10,10,40,420,10,10,10,450,10,10,10,10,40,490,10,10,10,520,10,10,10,10,40,560,1820,
2013,I,Feb,5,10,10,10,30,10,10,10,10,40,70,10,10,10,30,10,10,10,10,40,140,10,10,10,30,10,10,10,10,40,210,10,10,10,30,10,10,10,10,40,280,700,10,10,10,30,10,10,10,10,40,350,10,10,10,380,10,10,10,10,40,420,10,10,10,450,10,10,10,10,40,490,10,10,10,520,10,10,10,10,40,560,1820,
2013,I,Feb,4,10,10,10,30,10,10,10,10,40,70,10,10,10,30,10,10,10,10,40,140,10,10,10,30,10,10,10,10,40,210,10,10,10,30,10,10,10,10,40,280,700,10,10,10,30,10,10,10,10,40,350,10,10,10,380,10,10,10,10,40,420,10,10,10,450,10,10,10,10,40,490,10,10,10,520,10,10,10,10,40,560,1820,
2013,I,Feb,3,10,10,10,30,10,10,10,10,40,70,10,10,10,30,10,10,10,10,40,140,10,10,10,30,10,10,10,10,40,210,10,10,10,30,10,10,10,10,40,280,700,10,10,10,30,10,10,10,10,40,350,10,10,10,380,10,10,10,10,40,420,10,10,10,450,10,10,10,10,40,490,10,10,10,520,10,10,10,10,40,560,1820,
2013,I,Feb,2,10,10,10,30,10,10,10,10,40,70,10,10,10,30,10,10,10,10,40,140,10,10,10,30,10,10,10,10,40,210,10,10,10,30,10,10,10,10,40,280,700,10,10,10,30,10,10,10,10,40,350,10,10,10,380,10,10,10,10,40,420,10,10,10,450,10,10,10,10,40,490,10,10,10,520,10,10,10,10,40,560,1820,
2013,I,Feb,10,10,10,10,30,10,10,10,10,40,70,10,10,10,30,10,10,10,10,40,140,10,10,10,30,10,10,10,10,40,210,10,10,10,30,10,10,10,10,40,280,700,10,10,10,30,10,10,10,10,40,350,10,10,10,380,10,10,10,10,40,420,10,10,10,450,10,10,10,10,40,490,10,10,10,520,10,10,10,10,40,560,1820,
2013,I,Feb,1,10,10,10,30,10,10,10,10,40,70,10,10,10,30,10,10,10,10,40,140,10,10,10,30,10,10,10,10,40,210,10,10,10,30,10,10,10,10,40,280,700,10,10,10,30,10,10,10,10,40,350,10,10,10,380,10,10,10,10,40,420,10,10,10,450,10,10,10,10,40,490,10,10,10,520,10,10,10,10,40,560,1820,
2013,I,Feb,,100,100,100,300,100,100,100,100,400,700,100,100,100,300,100,100,100,100,400,1400,100,100,100,300,100,100,100,100,400,2100,100,100,100,300,100,100,100,100,400,2800,7000,100,100,100,300,100,100,100,100,400,3500,100,100,100,3800,100,100,100,100,400,4200,100,100,100,4500,100,100,100,100,400,4900,100,100,100,5200,100,100,100,100,400,5600,18200,
2013,I,,,1200,1200,1200,3600,1200,1200,1200,1200,4800,8400,1200,1200,1200,3600,1200,1200,1200,1200,4800,16800,1200,1200,1200,3600,1200,1200,1200,1200,4800,25200,1200,1200,1200,3600,1200,1200,1200,1200,4800,33600,84000,1200,1200,1200,3600,1200,1200,1200,1200,4800,42000,1200,1200,1200,45600,1200,1200,1200,1200,4800,50400,1200,1200,1200,54000,1200,1200,1200,1200,4800,58800,1200,1200,1200,62400,1200,1200,1200,1200,4800,67200,218400,
2013,,,,3000,3000,3000,9000,3000,3000,3000,3000,12000,21000,3000,3000,3000,9000,3000,3000,3000,3000,12000,42000,3000,3000,3000,9000,3000,3000,3000,3000,12000,63000,3000,3000,3000,9000,3000,3000,3000,3000,12000,84000,210000,3000,3000,3000,9000,3000,3000,3000,3000,12000,105000,3000,3000,3000,114000,3000,3000,3000,3000,12000,126000,3000,3000,3000,135000,3000,3000,3000,3000,12000,147000,3000,3000,3000,156000,3000,3000,3000,3000,12000,168000,546000,
2012,IV,Oct,9,10,10,10,30,10,10,10,10,40,70,10,10,10,30,10,10,10,10,40,140,10,10,10,30,10,10,10,10,40,210,10,10,10,30,10,10,10,10,40,280,700,10,10,10,30,10,10,10,10,40,350,10,10,10,380,10,10,10,10,40,420,10,10,10,450,10,10,10,10,40,490,10,10,10,520,10,10,10,10,40,560,1820,
2012,IV,Oct,8,10,10,10,30,10,10,10,10,40,70,10,10,10,30,10,10,10,10,40,140,10,10,10,30,10,10,10,10,40,210,10,10,10,30,10,10,10,10,40,280,700,10,10,10,30,10,10,10,10,40,350,10,10,10,380,10,10,10,10,40,420,10,10,10,450,10,10,10,10,40,490,10,10,10,520,10,10,10,10,40,560,1820,
2012,IV,Oct,7,10,10,10,30,10,10,10,10,40,70,10,10,10,30,10,10,10,10,40,140,10,10,10,30,10,10,10,10,40,210,10,10,10,30,10,10,10,10,40,280,700,10,10,10,30,10,10,10,10,40,350,10,10,10,380,10,10,10,10,40,420,10,10,10,450,10,10,10,10,40,490,10,10,10,520,10,10,10,10,40,560,1820,
2012,IV,Oct,6,10,10,10,30,10,10,10,10,40,70,10,10,10,30,10,10,10,10,40,140,10,10,10,30,10,10,10,10,40,210,10,10,10,30,10,10,10,10,40,280,700,10,10,10,30,10,10,10,10,40,350,10,10,10,380,10,10,10,10,40,420,10,10,10,450,10,10,10,10,40,490,10,10,10,520,10,10,10,10,40,560,1820,
2012,IV,Oct,5,10,10,10,30,10,10,10,10,40,70,10,10,10,30,10,10,10,10,40,140,10,10,10,30,10,10,10,10,40,210,10,10,10,30,10,10,10,10,40,280,700,10,10,10,30,10,10,10,10,40,350,10,10,10,380,10,10,10,10,40,420,10,10,10,450,10,10,10,10,40,490,10,10,10,520,10,10,10,10,40,560,1820,
2012,IV,Oct,4,10,10,10,30,10,10,10,10,40,70,10,10,10,30,10,10,10,10,40,140,10,10,10,30,10,10,10,10,40,210,10,10,10,30,10,10,10,10,40,280,700,10,10,10,30,10,10,10,10,40,350,10,10,10,380,10,10,10,10,40,420,10,10,10,450,10,10,10,10,40,490,10,10,10,520,10,10,10,10,40,560,1820,
2012,IV,Oct,3,10,10,10,30,10,10,10,10,40,70,10,10,10,30,10,10,10,10,40,140,10,10,10,30,10,10,10,10,40,210,10,10,10,30,10,10,10,10,40,280,700,10,10,10,30,10,10,10,10,40,350,10,10,10,380,10,10,10,10,40,420,10,10,10,450,10,10,10,10,40,490,10,10,10,520,10,10,10,10,40,560,1820,
